dataset,plot_id,start_date,end_date,latitude,longitude,diameter,height,species,plant_AGB_kg,capture_start,capture_end,sentinel_time,Blue,Green,Red,RE1,RE2,RE3,NIR,SWIR1,SWIR2,NDVI,MNDWI,NBR,EVI,NDRE1,NDRE2,NDRE3,CIrededge,CLOUD_COVERAGE,cloud_threshold_used
ElSalvador,El_Jobal_9_4,2013-01-01,2013-12-31,13.227360376425882,-88.60436965931343,8.3,2.0,mangle,15.7203086877113,2017-01-01,2017-12-31,2017-01-12 16:16:21,0.0111,0.0405,0.0204,0.0704,0.2217,0.2654,0.2937,0.0947,0.035,0.8639414276998171,-0.4050445103857567,0.777196044211751,0.5166868472831845,0.6096708418293038,0.14407866609662245,0.05349079541507466,3.1238805970149253,1.0,10
ElSalvador,El_Jobal_9_4,2013-01-01,2013-12-31,13.227360376425882,-88.60436965931343,7.0,3.0,germinans,14.9404380719519,2017-01-01,2017-12-31,2017-01-12 16:16:21,0.0111,0.0405,0.0204,0.0704,0.2217,0.2654,0.2937,0.0947,0.035,0.8639414276998171,-0.4050445103857567,0.777196044211751,0.5166868472831845,0.6096708418293038,0.14407866609662245,0.05349079541507466,3.1238805970149253,1.0,10
ElSalvador,El_Jobal_9_4,2013-01-01,2013-12-31,13.227360376425882,-88.60436965931343,19.7,12.0,germinans,178.997505396748,2017-01-01,2017-12-31,2017-01-12 16:16:21,0.0111,0.0405,0.0204,0.0704,0.2217,0.2654,0.2937,0.0947,0.035,0.8639414276998171,-0.4050445103857567,0.777196044211751,0.5166868472831845,0.6096708418293038,0.14407866609662245,0.05349079541507466,3.1238805970149253,1.0,10
ElSalvador,El_Jobal_9_4,2013-01-01,2013-12-31,13.227360376425882,-88.60436965931343,5.1,2.5,mangle,8.86279049043498,2017-01-01,2017-12-31,2017-01-12 16:16:21,0.0111,0.0405,0.0204,0.0704,0.2217,0.2654,0.2937,0.0947,0.035,0.8639414276998171,-0.4050445103857567,0.777196044211751,0.5166868472831845,0.6096708418293038,0.14407866609662245,0.05349079541507466,3.1238805970149253,1.0,10
ElSalvador,El_Jobal_9_4,2013-01-01,2013-12-31,13.227360376425882,-88.60436965931343,6.8,5.0,germinans,13.9363622397271,2017-01-01,2017-12-31,2017-01-12 16:16:21,0.0111,0.0405,0.0204,0.0704,0.2217,0.2654,0.2937,0.0947,0.035,0.8639414276998171,-0.4050445103857567,0.777196044211751,0.5166868472831845,0.6096708418293038,0.14407866609662245,0.05349079541507466,3.1238805970149253,1.0,10
ElSalvador,El_Jobal_9_4,2013-01-01,2013-12-31,13.227360376425882,-88.60436965931343,6.9,5.0,germinans,14.433307138799,2017-01-01,2017-12-31,2017-01-12 16:16:21,0.0111,0.0405,0.0204,0.0704,0.2217,0.2654,0.2937,0.0947,0.035,0.8639414276998171,-0.4050445103857567,0.777196044211751,0.5166868472831845,0.6096708418293038,0.14407866609662245,0.05349079541507466,3.1238805970149253,1.0,10
ElSalvador,El_Jobal_9_4,2013-01-01,2013-12-31,13.227360376425882,-88.60436965931343,22.4,10.0,germinans,243.625800812729,2017-01-01,2017-12-31,2017-01-12 16:16:21,0.0111,0.0405,0.0204,0.0704,0.2217,0.2654,0.2937,0.0947,0.035,0.8639414276998171,-0.4050445103857567,0.777196044211751,0.5166868472831845,0.6096708418293038,0.14407866609662245,0.05349079541507466,3.1238805970149253,1.0,10
ElSalvador,El_Jobal_9_4,2013-01-01,2013-12-31,13.227360376425882,-88.60436965931343,15.0,9.0,germinans,93.0565735804775,2017-01-01,2017-12-31,2017-01-12 16:16:21,0.0111,0.0405,0.0204,0.0704,0.2217,0.2654,0.2937,0.0947,0.035,0.8639414276998171,-0.4050445103857567,0.777196044211751,0.5166868472831845,0.6096708418293038,0.14407866609662245,0.05349079541507466,3.1238805970149253,1.0,10
ElSalvador,El_Jobal_9_4,2013-01-01,2013-12-31,13.227360376425882,-88.60436965931343,8.7,8.0,germinans,25.175276085866,2017-01-01,2017-12-31,2017-01-12 16:16:21,0.0111,0.0405,0.0204,0.0704,0.2217,0.2654,0.2937,0.0947,0.035,0.8639414276998171,-0.4050445103857567,0.777196044211751,0.5166868472831845,0.6096708418293038,0.14407866609662245,0.05349079541507466,3.1238805970149253,1.0,10
ElSalvador,El_Jobal_9_4,2013-01-01,2013-12-31,13.227360376425882,-88.60436965931343,33.8,10.0,germinans,653.925263936421,2017-01-01,2017-12-31,2017-01-12 16:16:21,0.0111,0.0405,0.0204,0.0704,0.2217,0.2654,0.2937,0.0947,0.035,0.8639414276998171,-0.4050445103857567,0.777196044211751,0.5166868472831845,0.6096708418293038,0.14407866609662245,0.05349079541507466,3.1238805970149253,1.0,10
