dataset,plot_id,start_date,end_date,capture_start,capture_end,latitude_x,longitude_x,diameter,height,species,plant_AGB_kg,wavelengths,reflectance,fwhm,good_wavelengths,latitude_y,longitude_y,elev,spatial_ref,EMIT_selected_date,EMIT_granule
ElSalvador,El_Jobal_9_6,2013-01-01 00:00:00+00:00,2013-12-31 00:00:00+00:00,2023-01-01 00:00:00+00:00,2025-12-31 00:00:00+00:00,13.227360376425882,-88.60436965931343,26.3,12.0,mangle,630.627595830778,381.00558,0.014390809,8.415,1.0,13.227167461276297,-88.60459452379285,7.9519634,0,2024-01-28 17:33:06+00:00,EMIT_L2A_RFL_001_20240128T173306_2402812_002.nc
ElSalvador,El_Jobal_9_6,2013-01-01 00:00:00+00:00,2013-12-31 00:00:00+00:00,2023-01-01 00:00:00+00:00,2025-12-31 00:00:00+00:00,13.227360376425882,-88.60436965931343,28.6,14.0,mangle,784.223245595666,381.00558,0.014390809,8.415,1.0,13.227167461276297,-88.60459452379285,7.9519634,0,2024-01-28 17:33:06+00:00,EMIT_L2A_RFL_001_20240128T173306_2402812_002.nc
ElSalvador,El_Jobal_9_6,2013-01-01 00:00:00+00:00,2013-12-31 00:00:00+00:00,2023-01-01 00:00:00+00:00,2025-12-31 00:00:00+00:00,13.227360376425882,-88.60436965931343,19.2,4.0,mangle,139.136547970616,381.00558,0.014390809,8.415,1.0,13.227167461276297,-88.60459452379285,7.9519634,0,2024-01-28 17:33:06+00:00,EMIT_L2A_RFL_001_20240128T173306_2402812_002.nc
