dataset,plot_id,start_date,end_date,capture_start,capture_end,latitude,longitude,diameter,height,species,plant_AGB_kg,missing_reason
ElSalvador,El_Jobal_9_6,2013-01-01 00:00:00+00:00,2013-12-31 00:00:00+00:00,2023-01-01 00:00:00+00:00,2025-12-31 00:00:00+00:00,13.227360376425882,-88.60436965931343,26.3,12.0,mangle,630.627595830778,all_granules_failed
ElSalvador,El_Jobal_9_6,2013-01-01 00:00:00+00:00,2013-12-31 00:00:00+00:00,2023-01-01 00:00:00+00:00,2025-12-31 00:00:00+00:00,13.227360376425882,-88.60436965931343,28.6,14.0,mangle,784.223245595666,all_granules_failed
ElSalvador,El_Jobal_9_6,2013-01-01 00:00:00+00:00,2013-12-31 00:00:00+00:00,2023-01-01 00:00:00+00:00,2025-12-31 00:00:00+00:00,13.227360376425882,-88.60436965931343,19.2,4.0,mangle,139.136547970616,all_granules_failed
