dataset,plot_id,start_date,end_date,latitude,longitude,diameter,height,species,plant_AGB_kg,date,nisar_value_hvhv,nisar_value_hhhh
ElSalvador,Montecristo_21_5,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,15.2,8.0,racemosa,46.0738610165886,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_5,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,5.8,7.0,racemosa,12.3822853593996,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_4,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,8.6,12.0,racemosa,34.4813291669868,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_4,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,22.5,25.0,racemosa,420.303079734456,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_4,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,8.2,13.0,racemosa,30.4652005489071,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_4,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,7.2,12.0,racemosa,21.7246363702149,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_4,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,27.2,24.0,germinans,388.233855938983,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_4,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,6.4,8.0,racemosa,15.9939582324491,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_3,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,5.0,5.0,racemosa,8.41802161311407,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_3,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,28.9,20.0,racemosa,459.325165938357,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_3,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,9.7,10.0,racemosa,47.1513937156249,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_3,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,9.9,8.0,racemosa,49.7209629578122,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_3,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,61.6,28.0,racemosa,5764.98095364698,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_3,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,7.9,4.5,racemosa,27.6514851812709,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_2,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,27.7,28.0,racemosa,721.664637370647,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_2,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,57.0,28.0,racemosa,4711.53747649169,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_2,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,11.5,10.0,racemosa,73.4010732511883,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_2,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,8.5,14.0,racemosa,33.4485450911273,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_2,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,5.9,6.0,racemosa,12.9450357887192,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_1,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,9.1,10.0,racemosa,39.9388582386017,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_1,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,27.2,3.0,racemosa,197.363981669473,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_1,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,6.4,7.0,racemosa,15.9939582324491,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_1,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,7.6,11.0,racemosa,25.0036473559426,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_1,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,19.3,10.0,racemosa,141.0285474843,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_1,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,8.4,10.0,racemosa,32.4350199166371,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_1,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,20.4,25.0,racemosa,325.781531425473,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_21_1,2013-01-01,2013-12-31,13.249280282257898,-88.77701022951307,10.7,8.0,racemosa,60.8535399840106,2025-12-13T11:30:58.000000Z,0.0288097858428955,0.0457139015197753
ElSalvador,Montecristo_22_6,2013-01-01,2013-12-31,13.253780866694571,-88.78627945640167,9.3,16.0,racemosa,42.2613816596353,2025-12-13T11:30:58.000000Z,0.0200703144073486,0.0719642639160156
ElSalvador,Montecristo_22_6,2013-01-01,2013-12-31,13.253780866694571,-88.78627945640167,10.0,8.0,racemosa,51.0373392649584,2025-12-13T11:30:58.000000Z,0.0200703144073486,0.0719642639160156
ElSalvador,Montecristo_22_6,2013-01-01,2013-12-31,13.253780866694571,-88.78627945640167,10.7,18.0,racemosa,60.8535399840106,2025-12-13T11:30:58.000000Z,0.0200703144073486,0.0719642639160156
ElSalvador,Montecristo_22_6,2013-01-01,2013-12-31,13.253780866694571,-88.78627945640167,6.2,9.0,racemosa,14.7267331652759,2025-12-13T11:30:58.000000Z,0.0200703144073486,0.0719642639160156
ElSalvador,Montecristo_22_6,2013-01-01,2013-12-31,13.253780866694571,-88.78627945640167,48.8,25.0,germinans,1578.8308669474,2025-12-13T11:30:58.000000Z,0.0200703144073486,0.0719642639160156
ElSalvador,Montecristo_22_6,2013-01-01,2013-12-31,13.253780866694571,-88.78627945640167,14.0,20.0,racemosa,122.41113308321,2025-12-13T11:30:58.000000Z,0.0200703144073486,0.0719642639160156
